track_id,artist_location,latitude,longitude,cluster
TRAFLMU128F4274A4D,ABD,30.3668544,48.2284409439,12
TRACVSS128E07846A7,Dundee  Scotland,56.4593653,-2.9735212,9
TRANIUD12903CCE692,Montego Bay  Jamaica,18.4724603,-77.9217356,14
TRAEOMS128F4262357,Berkeley  CA,37.8708393,-122.2728638,8
TRARUOP12903CF2384,Boston  MA,42.3604823,-71.0595677,11
TRBEIVC128F9320E95,Dundee  Scotland,56.4593653,-2.9735212,9
TRAQXJY12903CF3A0E,Birmingham  England,52.4776875,-1.8948515,3
TRAWULX128F4291255,Medicine Lodge  KS,37.2811339,-98.5803609,1
TRACTWW12903CB7550,Richmond VA,-32.8660751,151.499496964,5
TRAUJLJ128E0784E7C,Brooklyn  NY,40.6501038,-73.9495822,7
TRAGKUI128F92F4698,Sweden,59.6749712,14.5208584,6
TRAXRGF128F930A59F,New York  NY,40.7305991,-73.9865811,7
TRAIACZ128F428C60A,Atlanta  GA,33.7490987,-84.3901848,1
TRAXEHW128F423E590,New Jersey,40.0757384,-74.4041621,7
TRBBQFV128F4252EFF,Galveston  TX,29.299328,-94.7945881,1
TRADDRF128F145869F,Glasgow  Scotland,55.856656,-4.2435816,9
TRAIOWX128F14750E5,Los Angeles  CA,34.0543942,-118.2439408,4
TRALJVQ128F428C764,Los Angeles  California,34.0543942,-118.2439408,4
TRAAVGB12903CFAA99,McLellan  FL,30.9865707,-86.8863502,1
TRADSQZ128F42707D7,Newcastle,54.9770924,-1.6142058,9
TRAMMAF128F93051B0,London  England,51.5073219,-0.1276473,3
TRAZKAG12903CD1918,Ukiah  CA,39.1501662,-123.207786,8
TRAGOVG128F42A963D,Bakersfield  CA,35.3738712,-119.0194638,4
TRAWWQM128F148C796,New York  NY,40.7305991,-73.9865811,7
TRAHFOU128F42B3F2A,Long Island  NY,40.8517821,-73.099185269,11
TRABQZK128F92F54F4,Barranquilla  Colombia,11.04667645,-74.8490503668,14
TRAKDDB128F92D168A,Hollywood  CA,34.1028268,-118.3299898,4
TRBEVTM128F92FE2B2,Los Angeles  CA,34.0543942,-118.2439408,4
TRAZORC128F426C323,Melbourne  Australia,-37.8142175,144.9631608,5
TRAKWTG128F42454E2,Gainesville  FL,29.67360855,-82.3234140624,1
TRACSBL128F42480E8,Sydney  Australia,-33.8548156,151.2164539,5
TRABGMB12903CF50FE,Germany,51.0834196,10.4234469,6
TRABFKN12903CAF61B,Baltimore  MD,39.2908608,-76.6108072,7
TRACVFF12903CF055A,Amherst  MA,42.3803676,-72.5231429,11
TRBFLER128F148C52B,Boston  MA,42.3604823,-71.0595677,11
TRBARHH128E078EDE9,Boston  MA,42.3604823,-71.0595677,11
TRANTFR128F931C7DA,Salt Lake City  UT,40.7670126,-111.8904307,4
TRBCTRX128F4299237,Croix-des-Bouquets   Haiti,18.5775444,-72.2296218,14
TRBCUBV128F145F7E9,Galveston  TX,29.299328,-94.7945881,1
TRBBMQN128EF35F995,Los Angeles  CA,34.0543942,-118.2439408,4
TRAAIHL128F92E6DDA,Philadelphia  PA,39.9523993,-75.1635898,7
TRBIJFB128F92ED124,Buffalo  NY,42.8971799,-78.8533217725,7
TRBICRP128F42882BB,Atlanta  GA,33.7490987,-84.3901848,1
TRAKZHN128F426C3D2,Boston  MA,42.3604823,-71.0595677,11
TRBHKXX128F4252D02,Oxford  UK,51.752225,-1.2583027,3
TRBFUSW128F92D0357,Brooklyn  NY,40.6501038,-73.9495822,7
TRBGGYE128F42B63AB,Austin  TX,30.2711286,-97.7436994,1
TRAMXPQ128F148B0C2,Cleveland  TN,35.1595182,-84.8766114,1
TRAKQFZ128F429D3C9,San Francisco  CA,37.7792808,-122.4192362,8
TRAYMKM128F4277046,Forest Hills  Queens  New York City  NY  USA,40.7232458,-73.8466131103,7
TRBDSLA128F4288246,Severn  MD,39.1278864,-76.6869127,7
TRBDWLE128F42B3112,Brooklyn  NY,40.6501038,-73.9495822,7
TRBEATE128E078F0D8,Sayreville  NJ,40.4592726,-74.3609821,7
TRBFURI128F1455498,Scotland,56.7861112,-4.1140517,9
TRBAFWX12903CA9831,Atlanta  GA,33.7490987,-84.3901848,1
TRAKHYP128E0792F07,Old Town  ME,44.9342349,-68.6453091,11
TRAIATD128F9331CD6,Atlanta  GA,33.7490987,-84.3901848,1
TRAMCGL128F92F3D87,Long Beach  California,33.7774658,-118.188487,4
TRATMDD12903D11C7A,Gore  VA,39.2639911,-78.3319493,7
TRAQYOC128F9341CDC,East Flatbush  Brooklyn  NY,40.6537148,-73.930415,7
TRAGDPH128F9344020,San Francisco  CA,37.7792808,-122.4192362,8
TRAWOBG128F93256C6,Boston  MA,42.3604823,-71.0595677,11
TRASIVA128F933DB52,Philadelphia  PA,39.9523993,-75.1635898,7
TRBEBEZ128E0792F08,Old Town  ME,44.9342349,-68.6453091,11
TRAJEZT128E0795DF3,Middlesbrough  England,54.5760419,-1.2344046,9
TRAJAZP128F4290FF9,Atlanta  GA,33.7490987,-84.3901848,1
TRAKOPE128F421CE6A,Gore  VA,39.2639911,-78.3319493,7
TRBFLOH128F42630E3,Englewood  NJ,40.8928771,-73.972638,7
TRALZTM128F92EC5F0,Charlemagne  Quebec  Canada,45.7263547,-73.4976294,11
TRASWKJ128E0792FE7,Old Town  ME,44.9342349,-68.6453091,11
TRAMMDM128F425EAA9,Croix-des-Bouquets   Haiti,18.5775444,-72.2296218,14
TRAUWRW128F9358C69,Brooklyn  NY,40.6501038,-73.9495822,7
TRBHMZS128F42658FF,Memphis  TN,35.1490215,-90.0516284,1
TRAZJOI12903CDA550,Sayreville  NJ,40.4592726,-74.3609821,7
TRAVTEH128E07953EA,Sayreville  NJ,40.4592726,-74.3609821,7
TRASXZE128F427F156,Oxford  England,51.752225,-1.2583027,3
TRAAGCZ128F93210FD,Los Angeles  CA,34.0543942,-118.2439408,4
TRASZSF128F428B8F3,Sledge  MS,34.432039,-90.2224095302,1
TRAFCVI128C7196BE6,Birmingham  England,52.4776875,-1.8948515,3
TRBCBLV128F14ADF31,Fort Wayne  Indiana,41.0799898,-85.1386014,1
TRAMSAY128F92ED0DD,Buffalo  NY,42.8971799,-78.8533217725,7
TRAFQFM128E078EC97,St. Joseph  MO,39.7686055,-94.8466321,1
TRAIUPS128F92F2825,Helsinki  Finland,60.1666277,24.9435079,6
TRAGXUZ128F9311745,Kingsland  AR,33.8584369,-92.2940371,1
TRAULGT12903D10B94,Memphis  Tennessee,35.1490215,-90.0516284,1
TRBBWDJ128F42595D5,Dublin  Ireland,53.3497645,-6.2602731,9
TRBBHPQ128F145A7F8,Seymour  IN,38.9592201,-85.8902546,1
TRARTJL128F92CB44B,Sayreville  NJ,40.4592726,-74.3609821,7
TRAGYJM128EF3466D2,Amherst  MA,42.3803676,-72.5231429,11
TRADQJL128F92D9957,Sydney  Australia,-33.8548156,151.2164539,5
TRANKIL128F1476FA2,London  England,51.5073219,-0.1276473,3
TRBBMIF12903CA1EB0,United Kingdom,54.7023545,-3.2765752,9
TRBGZKO128F92DB016,London  England,51.5073219,-0.1276473,3
TRAYIUG12903CC7E3C,Arles  France,43.6776223,4.6309653,3
TRBEELS128F42B63A8,Austin  TX,30.2711286,-97.7436994,1
TRAZJGD128F4289D2A,Geneva  NY,42.8689552,-76.9777435,7
TRAOATJ128F147FC9B,Chiswick  London  England,51.4923137,-0.2638179,3
TRAZBBP128E07845D4,Atlanta  GA,33.7490987,-84.3901848,1
TRABZCL128E0789AED,Quantico  VA,38.5228755,-77.2901862045,7
TRAONNA128F4268CCA,Queensbridge  NY,40.75514545,-73.9449784413,7
TRAAUEO128E0780CB9,London  England,51.5073219,-0.1276473,3
TRBFYKT128F428AFF7,Lynchburg  VA,37.40088,-79.1844922946,7
TRAMCND128F1466ACF,New York  NY,40.7305991,-73.9865811,7
