track_id,genre,location,latitude,longitude
TRAGBOR128F92E1064,Rock|Metal,Norway,64.55653,12.66538
TRAAPIV128F1493132,Rock|Blues,Belfast/ Northern Ireland,54.5958,-5.93494
TRBBDXO128F14A4737,Pop,Dayton/ OH,39.75911,-84.19444
TRALPGW12903CAFFB5,Metal,Jacksonville/ FL,30.33138,-81.6558
TRAKVSG128EF34E609,Pop|Rock,France,46.71067,1.71819
TRAETAG128F93385AE,Rock|Pop,Paris/ France,48.85692,2.34121
TRAEZFJ128F422A5C0,Pop,Tokyo,35.67048,139.74092
TRBBYFJ128F42A22D4,Country,Galloway/ Panola County/ TX,32.20049,-94.35887
TRAVKGM12903CA66FB,Rock,Los Angeles/ CA,34.05349,-118.24532
TRAOKXG128F4232497,Rock|Country,Toronto/ Ontario/ Canada,43.64856,-79.38533
TRBDWRY128F427991E,Blues,Dallas/ TX,32.77815,-96.7954
TRAGSJQ128F149EF8D,Metal,Buffalo/ New York,42.88544,-78.87846
TRAIBXQ128F425E6A5,Rock,Nashville/ Tennessee,36.16778,-86.77836
TRAVANT128F92E3F71,RnB|Pop,New York/ New York,40.71455,-74.00712
TRACLHC128F9343C39,Rock|Reggae,New Hampshire,44.00118,-71.6342
TRACLRS12903CE9386,Country,Itawamba County/ MS,34.27611,-88.35068
TRBDCAB128F92F7EE4,Rock,Oxford/ England,51.7562,-1.25949
TRBFKHT128F427215E,Rock|Pop,New York/ NY [Manhattan],40.79086,-73.96644
TRAOMKV128F428CD51,Rap,Atlanta/ GA,33.74831,-84.39111
TRAFAAS12903CF0BE2,Rock|Metal,Portugal,39.55792,-7.84481
TRAROPS128F92F09A5,Country,Salina/ OK,36.2929,-95.15261
TRABNEX128F92C9DEA,Rock,Nashville/ Tennessee,36.16778,-86.77836
TRAJFQF128F92E354E,Rock|Blues,California - LA,34.05349,-118.24532
TRAIKSH128E07816DF,Rock,Wangaratta/ Victoria/ Australia,-36.35484,146.32611
TRBGRGT12903CC5019,Rock,Mass. - Boston,42.31256,-71.08868
TRALCCO12903CEBB97,Rock,Boston/ MA,42.31256,-71.08868
TRAJFFF128F429874A,Rock,NORTH FORT MYERS/ Florida,34.05349,-118.24532
TRAGGVS128F4250CE8,Rock|Metal,Athens/ Greece,37.97615,23.73641
TRBFSKB128F145C5B1,Rock|Pop,Louisville/ KY,38.25486,-85.7664
TRAPFXX128E0785EBA,RnB|Pop,New York/ New York,40.71455,-74.00712
TRAPVGB128F42725AF,Punk|Rock,Anderson/ IN,40.10216,-85.67869
TRAPAES128E0786E60,Pop|Rock,Florida,27.9758,-81.54106
TRBGRWH128F92E3551,Rock,California - LA,34.05349,-118.24532
TRAFTMA128F933A3D7,Latin|Reggae,Buenos Aires.,-34.60852,-58.37354
TRBCJIX128F424F99E,Electronic,Berlin/ Germany,52.51607,13.37698
TRAHYDH128F9325200,Rock,New Jersey,40.14323,-74.72671
TRANTAN128E078B326,Rock|Punk,Lincoln Park/ MI,42.25147,-83.18186
TRAXOQD12903CDD59D,Metal,Melbourne/ Australia,-37.81753,144.96715
TRANDEK128F4259EBC,Punk,London/ England,51.52328,-0.21346
TRAXIYW12903CB4343,Metal,New Orleans/ LA,29.95369,-90.07771
TRAPQBU128F934C32D,Metal,Dublin/ Ireland,53.34376,-6.24953
TRAYYKO128F92E133B,Rock,California - SF,37.77916,-122.42005
TRATQUI128F9347C68,Rock,Brighton/ MA,42.3519,-71.14566
TRBAJRL128F1482E66,Rock|Punk,Jacksonville/ FL,30.33138,-81.6558
TRBHKCL128F425A036,Pop,London/ England,51.50632,-0.12714
TRBBOUN128F425A4E6,Pop|Rock,Newton-le-Willows/ Merseyside/ England,53.45644,-2.63265
TRAOHNR128F428CD58,Rap,Atlanta/ GA,33.74831,-84.39111
TRAMNJB128F92EFDC7,Rock|Pop,Finland,64.95014,26.06739
TRADFJJ128F934857E,Rock|Punk,Bay Area/ CA,37.87869,-121.94345
TRACNXS128F93395BA,Rock,Nottingham/ England,52.94922,-1.14392
TRBICVB128F9326B65,Rock,Campbell/ CA,37.28848,-121.94486
TRBEBWG128F93214A4,Pop|RnB,New York/ New York,40.71455,-74.00712
TRAQTYT12903D134AC,Country,Beaumont/ TX,30.08615,-94.10158
TRACWBO128F92F322F,Blues,Dallas/ TX,32.77815,-96.7954
TRAFMIA128F92E2B2B,Rock,Detroit/ MI,42.33168,-83.04792
TRBCJRW12903CD02BC,Country|Folk,Durham/ NC,35.99527,-78.89601
TRAMBFD128EF34B848,Rap,New York/ NY [Washington Heights],40.8448,-73.93585
TRAMMFP12903CB59C2,Blues,Couchman/ TX,31.1689,-100.07715
TRBENZL128F1455ECA,Country,Fort Worth/ TX,32.74863,-97.32925
TRBDTZX128F92DFA66,Rock,Nashville/ TN,36.16778,-86.77836
TRAKARY128F427253E,Rock,Anderson/ IN,40.10216,-85.67869
TRAWTUV128F426DD46,Rock|Pop,Manchester/ England,53.4796,-2.24881
TRBDVJF128E078894B,Rock,Chicago/ IL,41.88415,-87.63241
TRAGAVF128F424829B,Country,Robbinsville/ NC,35.32689,-83.80489
TRANREH128F93462CF,Rap,Philadelphia/ PA,39.95227,-75.16237
TRAYXZX128F930F022,Pop,Mexico City/ Mexico,19.4319,-99.13285
TRAEOUE128F93187B9,Rock,Sydney/ Australia,34.05349,-118.24532
TRARPCK128F92FEA7F,Rock,Brooklyn/ NY,40.65507,-73.94888
TRAECBR128F429F8C0,Pop,Kentwood/ LA; Los Angeles/ CA,34.05349,-118.24532
TRAOZEJ128F428CCEA,Rap,Atlanta/ GA,33.74831,-84.39111
TRAQTBF12903CCC1B7,Punk,England,52.88356,-1.97406
TRARFXI128F1468CE3,Blues,Leona/ Texas,31.15509,-95.96653
TRADMFK12903CC2478,Rock,Mass. - Boston,42.31256,-71.08868
TRADVSU128E0786371,Folk,NY - New York City,40.71455,-74.00712
TRABXLH128F935F8E7,Pop,Blythesville/ AR,34.7519,-92.13055
TRAGMXK128F9305A50,Latin|Rock,Buenos Aires,-34.60852,-58.37354
TRAVWZA128F931F36E,Rock,Kingston/ Ontario/ Canada,44.23153,-76.47933
TRAYOQI128F92F0967,Metal,Boston/ Brooklyn USA,40.65507,-73.94888
TRAMTIH128F933E8E4,Rock,Walker-on-Tyne/ England,54.97938,-1.54508
TRBBXMC128F422C330,Rock,Walker-on-Tyne/ England,54.97938,-1.54508
TRADAFY128F145B77B,Jazz|Pop,Sch�erg/ Germany,50.82607,7.28021
TRAOMMU128F933878B,Blues,Greenwood/ MS,33.51711,-90.18043
TRAYESZ128F1458FAE,Rock,London/ England,51.50632,-0.12714
TRBCTBG128F42B7E1B,Rock,Cork City/ Ireland,51.89834,-8.47277
TRAOMDT12903CF73C3,Pop,Canada,56.95468,-98.30897
TRAQYZI128F4273CF3,Rock,Birmingham/ England,52.47859,-1.9086
TRBGJDW128F4292EDB,RnB,Harlem/ New York,40.8079,-73.9454
TRAYDJL128F145F261,Rock,Detroit/ MI,42.33168,-83.04792
TRAAQBF12903CF796B,Rock,NY - New York City,40.71455,-74.00712
TRAAENC128F1451DE9,Rock,Egremont/ Cumbria/ England,54.48303,-3.53444
TRAHKRO128F9320EA7,Rock,Kingston/ Ontario/ Canada,44.23153,-76.47933
TRAHVUK128F1456988,Rap,Philadelphia/ Pennsylvania/ U.S.,39.95227,-75.16237
TRADYQK128F42A762A,Rock,UK,54.31407,-2.23001
TRAAGPF12903CE027E,Country,Tampa/ FL,27.94653,-82.45927
TRAWTKK128F92C25D0,Rock,Nashville/ Tennessee,36.16778,-86.77836
