track_id,genre,lyrics
TRAFYYU128F4229376,Rock|Metal,the|28 you|4 to|3 and|8 it|4 not|1 in|4 is|3 of|13 that|4 do|6 are|14 we|23 all|1 for|3 be|1 so|4 but|2 when|1 like|1 now|2 up|1 oh|1 one|1 they|1 down|4 get|1 from|2 way|1 at|2 by|1 heart|2 our|2 look|1 where|1 more|1 tri|3 keep|2 still|1 us|3 around|5 were|1 into|1 run|2 their|1 word|1 god|1 stand|1 start|1 wrong|1 bring|1 other|1 close|3 rememb|1 high|1 rock|6 blood|1 enough|1 behind|1 big|1 death|6 came|1 wind|2 pass|1 ground|2 road|1 though|1 each|1 shit|3 upon|2 full|3 between|2 til|6 train|1 both|1 remain|1 buy|3 bar|1 sail|1 guitar|1 grand|1 beg|1 suck|1 art|2 neck|1 melodi|1 trick|1 aim|2 finish|1 fashion|2 guilt|2 themselv|2 pile|1 collaps|2 belli|1 traffic|1 parasit|1 poni|1 majesti|1 retreat|1 devast|1 indiffer|1 
TRAFZHK128F145E86B,Rock,i|20 the|8 you|42 to|16 and|16 a|8 me|29 it|9 not|2 is|3 of|6 your|6 that|8 do|8 are|11 am|8 will|13 for|3 no|3 be|3 have|3 so|8 but|3 with|3 what|11 when|6 now|13 can|3 come|5 there|6 up|12 get|2 if|6 got|3 never|6 make|3 take|3 would|3 at|3 back|3 by|2 how|6 look|6 thing|3 gonna|4 think|13 again|2 tri|6 mind|3 about|3 over|2 call|3 everyth|3 ya|2 insid|3 much|5 chang|3 better|5 than|5 stop|2 show|2 even|3 watch|3 name|3 use|3 lose|2 big|3 forget|2 kind|3 learn|2 sit|6 step|6 guess|2 laugh|3 happen|2 piec|3 eat|3 pretend|3 question|3 pride|3 knock|2 somehow|5 small|3 suppos|5 bore|15 freak|2 fed|3 rearrang|3 
TRAGAAF128F9338911,Jazz,i|22 the|9 you|25 to|4 and|6 a|26 me|4 it|25 not|16 is|29 of|2 your|1 that|2 do|5 on|2 are|3 we|1 am|4 all|6 for|4 no|2 be|1 so|3 know|1 this|27 but|3 what|2 just|3 when|2 like|2 now|10 time|2 can|5 go|2 oh|37 out|1 down|9 get|7 was|4 never|4 from|1 feel|5 want|1 make|6 take|18 ca|8 away|1 life|2 yeah|13 back|1 heart|16 how|17 could|1 thing|3 more|1 too|2 whi|1 keep|1 dream|1 well|3 an|1 wo|1 wanna|2 around|1 good|1 hand|1 were|1 run|2 end|1 cri|1 insid|1 befor|1 stay|4 much|2 left|1 made|1 break|20 start|1 chorus|1 hard|2 care|1 gotta|1 same|2 use|1 other|1 close|1 mean|1 rememb|1 side|1 line|1 onc|1 ride|2 everybodi|4 best|1 ah|7 told|1 knew|2 fine|1 hit|4 shake|1 hang|1 between|1 sorri|1 most|1 caught|1 mistak|2 mess|1 wide|4 machin|1 awak|4 outta|1 eh|1 shi|1 angri|1 steadi|1 grant|1 strand|2 ohhhh|1 
TRAGAGQ128E0781352,Rock|Punk,the|7 you|4 to|13 and|10 it|14 in|2 of|2 your|1 do|2 be|1 with|1 get|3 see|10 make|2 take|12 could|1 more|1 gonna|1 onli|12 or|1 wait|10 better|10 start|3 gotta|3 danc|2 two|14 war|1 chanc|1 took|2 begin|1 tree|2 top|2 histori|2 monkey|2 ancient|2 circumst|1 tango|6 
TRAGALM128F4236C86,Rap,i|9 the|9 to|7 and|4 a|8 me|8 it|1 not|11 in|2 my|8 of|7 that|1 do|2 on|5 we|10 all|3 no|2 have|5 this|6 with|4 just|4 now|1 time|1 come|1 go|3 up|1 they|3 out|3 down|4 get|1 see|1 got|2 he|8 let|5 ca|7 at|3 life|1 by|2 night|5 more|6 right|1 live|1 again|1 keep|5 dream|3 wo|3 long|1 wanna|1 around|1 littl|1 everi|1 end|1 head|1 hey|16 insid|3 god|1 these|3 last|2 soul|3 anoth|1 sing|1 hard|1 pleas|1 same|1 danc|1 close|1 sleep|4 rememb|1 breath|1 cold|1 onc|1 bad|3 might|3 hide|3 deep|8 listen|1 follow|3 lay|1 shit|2 past|2 control|3 rest|1 plan|1 cos|1 half|1 poor|1 ass|1 ghost|1 problem|8 letter|1 midnight|1 middl|1 passion|5 2x|2 leg|1 women|1 sweat|1 serv|1 woke|1 wrote|1 dirt|1 situat|3 press|1 cling|1 relat|1 dwell|5 stress|3 sting|1 burnt|1 slept|1 friendship|1 confront|3 gotten|3 
TRAGAVF128F424829B,Country,i|11 the|3 you|37 to|6 and|1 me|11 not|18 my|2 do|18 on|2 are|1 am|2 have|2 love|8 so|2 know|18 this|1 with|1 just|3 when|1 now|2 can|1 come|1 go|2 up|1 oh|8 make|2 say|1 babi|1 life|1 here|2 how|9 need|1 die|1 tell|1 give|2 whi|4 keep|2 long|1 girl|1 around|1 leav|1 gone|1 much|8 hope|2 watch|1 far|1 must|5 onc|1 enough|4 save|1 forget|2 ground|1 broken|2 goodby|1 hit|1 promis|2 knee|1 pick|1 disappear|1 
TRAGBHV128F4295074,Rock|Punk,i|15 the|9 you|33 to|9 and|12 a|2 me|13 it|3 not|1 is|1 your|2 do|6 are|9 we|1 am|11 will|1 all|1 have|2 know|9 but|3 what|6 just|1 when|2 like|1 time|2 go|1 down|12 way|1 say|6 as|2 away|1 yeah|4 back|1 here|1 more|1 caus|2 right|1 think|2 man|1 tri|3 well|6 wo|1 still|3 some|1 turn|1 noth|3 walk|1 face|1 better|1 than|2 sing|1 song|2 same|2 true|1 fuck|1 myself|1 mean|3 kill|6 becaus|1 hell|6 heard|2 answer|1 damn|1 thousand|2 scare|1 deni|1 size|1 righteous|1 
TRAGBND128F92FC400,World|Pop,a|1 de|3 la|3 un|1 le|2 chang|2 je|2 et|1 qui|1 pass|1 des|1 est|3 mai|1 à|1 car|1 tout|1 au|1 ce|1 bell|1 rose|1 vie|1 sa|1 ell|1 ou|1 sui|1 mio|1 temp|1 dit|1 mer|1 soleil|1 ala|1 qu|1 chaqu|1 dure|1 vieux|1 
TRAGBOR128F92E1064,Rock|Metal,i|20 the|26 you|1 to|6 and|7 a|1 me|4 it|2 not|1 in|8 my|12 is|5 of|9 that|1 on|2 are|2 am|3 will|1 for|3 no|1 be|2 have|1 so|2 know|3 this|7 with|5 what|3 time|3 can|1 come|1 one|3 they|6 out|1 down|1 see|2 from|2 he|2 would|1 at|2 away|1 life|1 by|5 heart|2 how|1 eye|2 world|1 die|1 onli|1 or|2 still|1 his|1 long|1 over|1 noth|1 call|3 were|1 run|1 ever|1 them|1 lie|1 face|2 hear|2 cri|1 their|1 stand|1 these|2 soul|1 anoth|1 him|1 burn|2 made|1 even|1 without|1 pain|1 free|1 name|1 dark|1 fire|1 those|1 wish|1 cold|2 onc|1 shine|1 mani|2 behind|2 death|1 hate|1 came|1 beauti|1 deep|1 wind|1 sea|1 ground|1 learn|1 water|2 though|2 voic|1 blind|2 lay|1 upon|3 abov|1 moment|1 lead|1 shadow|1 yet|2 stone|1 three|2 shall|2 flame|1 sight|1 most|1 wave|1 &|3 which|1 return|1 desir|1 number|1 drown|1 question|1 doubt|1 flesh|1 storm|1 chain|2 green|1 freedom|1 wash|1 bless|1 longer|1 sail|2 strength|3 path|1 ahead|2 given|1 crime|1 edg|1 poison|1 master|3 curs|2 form|1 ship|1 wrap|1 shore|1 slave|1 torn|1 releas|2 sudden|1 stood|1 bore|1 bow|1 destini|1 distanc|1 grey|1 ash|1 thi|1 laid|1 ahh|2 accept|1 chao|1 hunger|1 truli|1 crew|1 mortal|1 grant|1 album|1 chant|1 presenc|1 mourn|1 mist|1 board|1 solid|1 worn|1 scatter|1 wolf|1 greet|1 repent|1 deed|1 soar|2 struck|1 redempt|1 twelv|1 realm|1 dimens|1 lifeless|2 bid|1 essenc|1 foundat|1 gown|1 
TRAGCTZ128F4290974,Country,i|14 the|4 you|1 to|8 and|5 a|2 me|3 not|13 in|1 is|3 of|4 that|11 we|1 am|1 will|3 all|4 be|2 have|8 love|4 so|3 this|4 but|4 just|5 when|2 oh|3 they|2 she|7 see|6 if|5 got|10 make|1 say|3 ca|1 by|1 her|4 heart|3 eye|2 gonna|2 through|1 give|1 too|2 keep|1 wo|12 girl|2 littl|1 then|1 everi|1 believ|1 everyth|1 alon|2 insid|3 chang|1 stop|1 show|1 break|1 move|1 seem|1 cold|1 rock|11 shine|1 everybodi|1 roll|11 until|1 goe|1 fade|1 somebodi|1 pretti|3 stone|2 catch|1 point|1 gold|1 tryin|1 view|1 instrument|1 oooh|1 walkin|1 distant|1 ought|1 
TRAGDLM128F4233397,Rock|Metal,a|7 me|5 no|9 que|21 de|3 la|6 he|1 y|16 en|7 el|6 te|5 mi|6 ya|5 has|3 yo|4 si|1 por|4 lo|4 sin|1 al|2 di|1 ti|2 los|3 todo|6 del|1 quiero|1 ha|1 solo|1 vida|6 noch|1 hay|6 cuando|1 pero|3 nada|1 porqu|1 vez|2 soy|1 nunca|8 tengo|1 estoy|4 tanto|1 está|1 corazón|1 cada|1 ere|3 ahora|4 sabe|3 cielo|5 cosa|3 otra|1 vivir|1 sé|1 beso|1 sólo|4 sueño|1 mí|2 aquí|1 hacer|1 os|7 fin|1 hora|1 feliz|1 junto|3 camino|1 vivo|1 desd|4 miedo|1 amo|3 volver|1 tanta|3 viento|3 vert|1 decir|1 silencio|1 pue|1 libertad|1 fondo|1 muero|1 cuanto|2 tí|1 adió|1 calma|1 esperanza|1 olvid|1 culpa|1 olvidart|3 cristal|1 dije|3 pude|1 
TRAGDPH128F9344020,Punk|Rock,i|4 the|3 you|6 to|7 and|6 a|2 me|2 it|4 not|8 in|1 is|1 that|4 do|7 on|2 we|4 will|4 all|1 for|2 no|2 have|3 love|2 but|2 like|1 there|9 see|4 got|1 never|1 want|2 make|1 way|2 would|2 world|1 onli|1 an|1 us|2 his|1 over|1 noth|2 everi|1 were|1 lie|4 end|1 their|1 befor|1 place|2 friend|1 left|4 mine|1 dead|1 other|2 done|1 miss|1 first|1 ani|2 grow|1 land|1 heard|1 each|1 citi|1 scream|1 tree|1 kid|2 gun|1 second|1 shame|1 fair|1 shot|1 mess|1 remind|1 job|1 flag|1 complain|2 modern|1 fold|1 limb|1 balanc|1 invad|1 tank|1 phantom|1 term|1 000|1 100|1 
TRAGDPS128F145F8EE,Rock,i|3 the|1 to|1 and|2 a|2 me|1 it|10 not|1 in|1 my|5 is|2 of|1 that|12 do|1 on|1 am|2 for|1 so|1 know|1 this|4 with|1 like|3 up|1 out|1 down|1 if|1 from|1 let|1 take|1 here|1 look|2 right|2 who|1 run|1 face|1 place|2 soul|1 burn|1 thought|1 fire|1 bring|1 rain|1 those|1 real|1 hide|1 deep|1 goe|1 shake|1 pull|1 hang|1 carri|11 skin|1 slow|1 tast|1 within|1 low|1 bone|1 holi|1 tie|1 crack|2 steel|1 seed|12 teeth|1 shape|1 cours|1 mental|1 grin|1 thief|1 
TRAGEQI128F429154D,Metal|Rock,the|11 you|7 to|3 and|1 a|1 it|1 of|1 your|2 that|1 on|1 are|1 we|1 will|1 all|1 for|2 be|1 love|1 with|1 now|2 time|1 come|1 there|2 up|1 one|1 they|2 down|1 from|3 take|2 babi|1 away|1 life|2 need|1 die|2 hand|2 them|1 their|1 befor|2 soul|1 made|1 sin|1 forev|1 must|1 blood|1 death|1 took|1 lay|1 upon|1 cut|2 gave|1 mother|3 pay|1 holi|1 flower|1 price|1 serv|1 creep|1 drip|1 justic|1 itself|1 vengeanc|1 lifeless|1 slay|1 strung|1 
TRAGFOI128F428E060,World|Folk,i|1 the|5 you|6 to|4 and|2 a|4 it|1 my|3 is|3 of|1 your|4 on|4 are|1 we|2 will|1 all|1 no|1 be|2 have|1 so|1 know|1 but|1 with|1 when|1 now|2 can|1 come|1 there|2 out|2 never|1 from|1 want|2 as|1 at|3 by|1 heart|1 here|3 how|1 could|1 look|2 more|1 been|1 an|1 still|1 over|1 alway|2 home|2 hear|1 friend|1 soul|1 old|1 song|1 danc|1 smile|1 open|1 side|1 came|1 wind|1 understand|1 listen|1 told|1 knew|1 music|1 sea|2 road|1 sit|1 easi|1 full|1 stori|1 cannot|1 mountain|1 stranger|1 shore|4 ourselv|1 tabl|1 distant|1 refus|1 linger|1 presenc|1 unfold|1 
TRAGFVT128F92ECB5D,Rock,i|17 the|14 you|11 to|11 and|9 a|5 me|1 not|11 in|8 my|11 is|1 of|4 your|2 that|5 do|9 on|1 we|1 will|4 all|4 be|4 have|1 so|4 know|1 with|3 what|5 just|6 when|4 time|14 come|2 there|5 go|6 down|2 was|1 feel|1 make|6 say|14 as|1 ca|1 day|5 away|6 life|4 how|1 need|10 thing|10 more|10 right|6 mind|4 wanna|4 find|1 about|1 word|1 stay|4 play|1 show|1 seem|1 forev|4 yes|6 cold|1 morn|1 ground|2 game|1 hit|2 lot|1 caught|4 damn|2 cos|4 dawn|1 wrote|1 plane|1 situat|1 flew|1 educ|1 
TRAGGVS128F4250CE8,Rock|Metal,the|10 to|1 and|4 a|3 in|1 my|5 of|20 all|1 be|1 with|2 what|1 now|1 can|1 get|1 see|1 from|1 let|1 as|1 away|1 life|1 by|1 night|2 our|2 eye|3 world|1 still|1 light|1 run|1 befor|1 sun|1 lost|1 dark|1 far|1 side|1 blood|1 sound|1 hate|1 street|1 bodi|2 pass|1 wall|1 pour|1 fade|1 fill|1 past|2 strong|1 upon|1 moment|1 empti|1 shadow|1 silenc|1 within|1 futur|1 bone|1 against|1 sens|1 desir|2 half|1 beyond|1 remain|1 fate|1 exist|1 vision|1 glass|1 awak|1 key|1 wheel|1 circl|1 wound|1 realiti|1 kept|1 drift|1 form|1 creat|1 seven|1 reflect|1 releas|2 sudden|1 fantasi|1 illus|1 destruct|1 distant|2 unit|1 chao|1 mix|1 underground|1 demand|1 destin|1 creation|1 affect|1 presenc|1 surfac|2 quest|1 centuri|1 fanci|1 depth|1 perfum|1 movement|1 symbol|1 obscur|1 perman|1 galaxi|1 passag|1 element|1 
TRAGHBP128E0793AF7,Rock,i|12 the|7 you|9 to|4 and|4 a|1 me|4 it|2 not|2 in|2 my|2 is|3 of|2 your|12 are|1 will|13 be|8 have|1 know|1 but|1 what|1 just|1 can|1 come|2 up|1 they|1 see|2 if|1 never|1 would|1 at|1 by|1 here|1 thing|1 onli|1 find|2 around|9 turn|2 then|1 into|1 face|1 should|1 hard|1 name|1 same|1 blue|1 shine|1 behind|1 deep|1 listen|1 sea|1 air|1 young|1 between|1 ring|1 stare|1 caught|1 gold|1 devil|1 finger|9 band|1 master|1 seek|1 wrap|8 destini|1 teach|1 sold|1 linger|1 knowledg|1 consid|1 vanish|1 hypnot|1 servant|1 colleg|1 
TRAGHJX128F426F76F,Rock|Folk,i|15 the|1 you|9 to|4 and|4 a|5 me|2 it|2 in|1 your|2 that|1 do|2 on|5 are|4 have|2 love|1 so|2 know|4 but|1 with|2 what|4 time|2 come|2 go|2 up|2 oh|1 one|2 she|5 was|2 see|1 got|4 never|1 say|2 babi|1 back|1 by|2 her|5 here|2 how|38 could|1 need|1 more|1 gonna|2 been|1 give|1 well|3 long|1 girl|1 wanna|2 over|2 said|1 had|2 walk|2 ever|1 face|1 ya|1 much|36 god|1 new|2 than|1 name|2 someon|1 sweet|1 yes|1 black|1 bad|1 wonder|2 big|1 miss|2 everybodi|2 seen|1 sometim|2 hurt|2 els|1 such|1 feet|2 hang|1 next|1 great|1 hair|1 longer|22 poor|1 broke|1 shoot|1 climb|2 swear|1 leg|2 x|2 pace|2 themselv|2 nasti|1 voodoo|2 poni|6 lucif|2 
TRAGJPA128F92F9665,Rock,i|1 the|2 and|1 a|3 of|1 on|1 am|1 be|1 like|1 at|1 heart|2 then|2 light|1 home|1 head|2 last|1 burn|2 sun|1 start|1 blood|1 set|1 first|1 sea|1 past|1 memori|1 born|1 cut|1 bleed|1 sail|1 glass|1 six|1 speed|2 flash|1 foot|1 engin|1 bay|1 roar|1 oclock|1 rubber|1 curl|1 wail|1 chrome|1 
TRAGJQL128E078E840,Country,i|24 the|12 you|13 to|10 and|3 a|1 me|3 it|4 not|8 in|2 my|5 that|10 on|3 we|3 am|3 all|5 for|6 no|1 be|3 love|8 so|6 know|4 but|3 with|3 just|2 when|2 now|1 up|1 oh|1 one|2 she|1 was|10 see|3 feel|1 make|1 way|6 take|3 would|5 as|1 life|1 by|2 could|1 need|1 our|4 live|2 again|1 give|3 too|1 onli|2 keep|1 were|5 did|12 had|2 hold|1 ever|1 head|3 friend|1 sun|2 show|1 lost|1 without|1 far|3 use|1 rain|3 rememb|4 onc|1 enough|1 becaus|1 work|1 touch|1 deep|1 lone|3 late|1 matter|3 wake|1 blind|2 abov|3 lover|1 promis|1 river|1 cloud|3 blame|3 return|1 ran|1 rainbow|2 makin|3 grant|2 
TRAGKTN128F933C68B,Rock,i|11 you|10 and|8 a|9 my|37 your|1 on|8 am|10 love|1 come|27 gonna|10 give|10 too|2 an|1 everyth|4 ah|2 hous|37 tree|1 ring|1 hair|1 christma|1 eh|2 candi|2 date|1 appl|1 cake|1 egg|1 
TRAGKUI128F92F4698,Metal|Rock,the|19 you|1 to|1 and|5 a|3 it|1 not|3 in|4 of|4 your|2 that|1 do|3 all|1 for|4 be|1 have|1 so|1 now|1 up|1 one|2 they|2 from|3 let|2 as|2 at|1 away|2 back|1 by|1 world|2 live|1 give|1 onli|1 turn|2 them|1 has|2 their|4 god|1 stand|1 last|1 left|1 new|1 sun|1 peopl|2 sky|1 dark|1 high|2 black|1 onc|1 shine|1 forget|1 learn|1 land|4 blind|1 strong|1 earth|1 power|2 carri|1 great|2 sick|1 throw|1 cloud|1 holi|1 against|1 evil|1 drown|1 mistak|1 surviv|1 awak|1 few|1 edg|1 proud|1 guid|1 histori|1 ruin|1 generat|2 hidden|2 greed|3 threw|1 breed|1 moral|1 dwell|1 disast|1 punish|1 ego|1 deed|1 shook|1 support|1 amongst|1 dure|1 careless|1 evolut|1 majesti|1 
TRAGLFE128F428566B,Pop,a|2 on|17 just|1 de|7 la|10 y|3 en|2 un|12 te|2 tu|1 se|2 le|3 si|3 et|4 qui|2 pas|7 est|1 mai|3 pour|6 ne|1 cest|2 den|2 tout|1 va|3 bien|2 plus|1 bout|3 au|4 ce|3 moi|4 comm|2 une|3 point|1 bell|3 sur|1 ver|3 san|1 nous|5 vie|2 toi|3 entr|1 ell|3 ou|3 ton|1 rien|1 six|1 jour|1 temp|1 quon|4 main|2 lui|1 toujour|1 dire|1 trop|1 mot|1 fort|1 dun|2 peu|1 cett|1 regard|3 dj|1 deux|3 continu|1 quell|1 quun|1 tomb|2 voir|1 envi|1 alor|2 soleil|1 pi|3 ciel|3 haut|1 rue|1 autr|1 taim|1 pose|1 quelqu|1 vivr|1 coin|1 joint|3 bas|3 plein|1 sait|3 sest|1 lune|1 perd|1 estc|1 fou|1 savoir|1 pluie|2 troi|2 dautr|2 premier|1 joue|2 cherch|1 
TRAGLSU128F145FFB2,Rap,i|18 the|37 you|11 to|11 and|26 a|9 me|13 it|8 not|12 in|1 my|7 is|5 of|6 your|4 that|4 do|8 on|9 are|3 we|8 will|7 all|1 for|3 no|5 be|3 love|2 so|10 know|12 this|9 but|4 with|5 what|3 just|5 when|2 like|5 now|8 time|2 can|1 there|2 go|1 up|3 la|6 one|3 they|7 out|1 get|3 if|3 from|1 feel|1 want|5 let|1 make|1 take|1 ca|1 day|8 at|2 life|1 back|1 how|2 could|1 need|2 look|1 world|2 die|1 right|2 tell|7 think|1 who|2 give|1 onli|10 tri|1 whi|1 keep|1 mind|2 wo|1 girl|2 wanna|1 about|1 turn|2 hand|3 light|2 said|1 call|1 everi|2 wait|1 hold|1 them|4 yo|3 god|3 soul|1 sun|2 sing|4 lost|1 peopl|3 break|1 start|3 hard|1 pleas|5 watch|1 move|8 free|3 gotta|3 talk|1 seem|1 far|1 use|1 bring|2 star|1 high|2 two|1 year|1 fear|1 rock|1 wonder|1 shine|1 mani|6 heaven|7 becaus|1 everybodi|1 bodi|1 understand|7 sometim|1 told|1 em|2 beat|2 learn|1 sit|7 land|1 citi|1 reach|1 past|1 step|1 s|1 somebodi|1 blow|1 whole|1 shadow|1 pray|1 t|1 cannot|2 children|1 trust|1 parti|1 plan|8 brother|2 within|1 cloud|6 drop|1 flow|1 piec|1 uh|19 top|1 brain|1 return|2 crowd|8 four|1 cuz|4 van|1 sister|1 prais|1 path|1 master|5 figur|1 diamond|1 spent|3 fact|1 rhyme|1 person|1 huh|9 wont|2 lust|1 rap|1 kinda|1 ill|1 revolut|4 chill|1 j|1 mom|1 lesson|1 cost|1 probabl|1 spot|1 dad|2 shell|1 defeat|2 ray|1 mic|1 zero|1 pen|1 thorn|1 babylon|2 pearl|1 righteous|1 concern|1 scienc|1 hypnot|1 critic|1 dot|1 lala|4 physic|1 contact|1 materi|1 microphon|1 depart|1 cosmic|1 swirl|1 
TRAGMXK128F9305A50,Latin|Rock,a|1 me|2 que|8 de|5 la|3 y|6 en|4 un|2 el|3 es|2 si|2 o|2 por|1 lo|1 con|1 una|3 al|1 como|1 para|4 los|1 todo|2 quiero|2 vida|1 esta|1 nada|2 bien|1 siempr|3 mal|1 tan|2 hace|2 mano|1 nadi|2 par|1 dolor|1 feliz|1 ant|1 dame|1 poder|1 quiera|1 meno|1 diga|1 bueno|1 labio|1 sonrisa|1 dale|4 haga|1 ahi|1 tambien|2 segundo|1 
TRAGNAX128F9313AE8,Blues,i|10 the|10 you|10 to|4 and|6 in|3 my|16 is|15 of|2 your|1 that|16 do|1 are|2 am|1 will|6 all|1 for|1 be|7 love|21 so|6 know|1 with|2 just|1 when|2 now|1 can|1 there|1 go|2 up|1 oh|2 down|1 get|1 was|1 if|1 want|1 let|1 way|1 would|2 babi|4 here|1 how|14 eye|1 again|1 keep|1 well|1 still|1 around|1 good|1 gone|2 cri|1 much|4 sun|2 hard|1 tear|3 yes|3 deep|2 goe|1 after|2 ani|1 kind|1 anyth|1 moon|1 strong|14 most|1 darl|2 warm|2 whoa|2 ocean|1 drown|1 storm|1 color|1 dri|1 everywher|1 wide|1 wrap|1 swim|1 breez|1 rainbow|1 weep|1 whenev|1 willow|1 
TRAGNBQ128F149CB93,Rock,i|2 the|20 you|5 to|3 and|12 a|4 me|2 it|1 in|2 my|1 of|7 your|2 on|1 are|10 we|13 am|1 will|1 for|1 have|2 so|5 know|1 this|3 but|1 with|2 what|1 just|3 when|2 up|1 oh|11 out|2 was|1 got|2 from|6 say|2 take|3 at|2 life|1 back|1 how|1 our|1 eye|1 been|1 through|1 onli|1 keep|2 dream|1 find|1 good|1 littl|2 said|1 call|2 word|1 better|1 sun|1 sing|2 start|1 put|1 danc|1 mine|1 far|5 tear|1 sweet|1 kiss|1 two|1 year|1 bad|1 yourself|1 might|2 hide|1 town|2 ah|11 beat|1 under|1 blind|1 young|1 moon|2 soon|2 shake|3 feet|1 tire|1 stone|1 throw|1 cloud|1 lip|2 whoa|11 etern|1 glass|1 ice|1 bye|1 sink|1 melodi|1 hip|1 bullet|1 shell|1 bank|1 weekend|1 pearl|1 cream|1 rob|1 disast|2 cradl|1 sip|1 slept|1 hunter|1 knive|1 sour|1 lawn|1 husband|1 miser|5 stomp|2 blister|1 
TRAGNGY12903C9CD76,Rock,i|20 the|15 you|35 to|2 and|14 a|1 me|3 it|1 not|4 is|1 of|3 that|1 do|2 on|38 are|1 am|2 will|2 have|2 this|1 with|13 what|1 just|2 come|50 there|1 go|1 out|1 down|1 get|14 see|12 if|1 never|3 let|1 make|1 take|1 day|2 by|1 thing|1 been|2 tell|1 well|2 wanna|1 around|1 some|14 walk|1 lie|1 hey|12 better|12 play|1 even|1 watch|12 talk|1 mean|1 doe|1 done|1 side|1 sound|1 becaus|2 might|1 seen|1 ground|1 heard|1 everyon|1 afraid|1 push|1 drop|1 stare|12 point|1 anywher|1 anger|1 undon|12 awar|1 stray|1 
TRAGOVG128F42A963D,Rock,i|19 the|15 you|6 to|6 and|3 a|1 me|18 it|24 not|5 in|2 my|2 is|7 of|3 do|4 am|6 all|3 for|2 no|5 be|2 so|1 what|2 just|3 there|1 get|1 feel|12 want|2 make|6 would|2 as|10 need|4 look|1 again|5 too|1 fall|1 around|1 some|1 leav|5 someth|3 much|1 thought|1 made|5 watch|1 same|2 mean|2 doe|8 bad|11 reason|5 rise|1 game|2 shit|1 such|1 fun|2 sick|2 quit|5 flesh|5 instead|1 fix|1 attent|2 salvat|1 lack|1 deceiv|5 sort|1 compass|1 
TRAGPAF128EF34542A,Rock|Punk,i|22 the|7 you|8 to|5 and|9 a|7 me|3 not|5 in|1 my|4 of|3 your|5 do|10 on|4 are|1 we|1 am|7 will|3 all|1 for|4 no|2 have|8 know|5 but|1 with|3 what|11 just|4 when|1 now|2 she|1 was|2 if|1 let|1 way|1 by|1 her|2 gonna|4 been|2 tell|4 think|5 who|3 onli|2 tri|1 keep|4 still|3 everi|3 has|1 made|1 those|1 yes|4 done|4 wonder|3 yourself|1 hate|2 save|1 truth|4 under|1 upon|1 caught|1 fell|1 weak|2 remain|4 suffer|1 merci|1 confus|1 swear|1 murder|1 prove|1 explain|1 warn|3 reflect|1 liar|1 pressur|1 favor|1 saint|1 killer|1 honor|4 wealth|1 servant|1 current|1 
TRAGQBY128F42635B7,Rock,i|11 the|12 you|2 to|8 and|6 a|4 me|1 it|8 not|1 in|4 my|4 of|9 that|1 do|1 on|2 we|1 am|1 all|1 have|4 so|3 know|1 this|1 with|1 just|2 like|3 time|2 come|1 go|3 oh|3 one|3 they|1 out|3 get|2 was|1 if|1 got|2 never|1 from|1 want|1 let|1 say|1 as|1 life|1 yeah|1 back|1 thing|4 more|3 right|1 been|3 again|3 onli|1 around|3 some|1 littl|2 noth|1 run|3 end|3 befor|3 o|1 friend|1 show|5 pleas|2 same|1 own|1 myself|1 must|3 found|1 enough|1 miss|3 save|1 sure|2 happi|1 first|2 round|3 after|1 fool|2 along|1 room|1 final|1 whole|1 king|1 tree|1 river|1 summer|1 low|1 knee|1 half|3 wine|1 funni|1 swing|1 underneath|1 breez|1 cup|1 nose|1 coffe|1 coupl|1 fruit|1 tomb|1 workin|2 spare|1 focus|3 drank|1 tut|1 
TRAGQQK128F42561AB,Jazz,a|6 me|1 no|2 que|6 de|2 as|2 te|3 se|1 e|4 da|1 na|1 como|3 ah|1 em|3 eu|2 das|1 mai|3 vida|2 um|4 nada|1 porqu|1 pra|1 meu|2 tanto|2 exist|2 vai|1 sempr|2 tempo|1 só|1 sem|2 hora|1 quero|1 minha|5 trist|2 mim|1 pena|1 amo|1 ela|2 teu|3 canto|2 ond|2 tão|1 noit|1 faz|1 há|1 partir|1 quanto|1 volta|1 estou|1 céu|1 primavera|2 sorriso|1 saudad|1 também|1 escond|1 nossa|1 diz|1 lua|1 
TRAGQVO128F145C0AF,Rap,i|1 the|5 you|6 to|5 and|8 a|4 me|1 it|3 not|3 is|6 of|1 your|2 that|1 do|1 are|3 will|1 all|2 be|1 have|2 love|1 so|2 know|2 this|1 but|2 what|1 time|1 can|2 come|1 go|1 up|1 one|1 they|2 see|1 if|1 never|1 from|1 feel|1 say|3 take|2 ca|1 life|1 back|1 here|1 how|1 where|1 thing|2 caus|4 gonna|1 think|1 who|2 live|1 again|1 tri|2 whi|1 dream|1 mind|1 us|2 find|1 around|2 about|1 everi|1 hold|1 ya|2 anoth|1 should|1 while|1 kill|1 high|1 fear|1 mani|1 yourself|1 may|1 listen|1 hell|1 goe|1 after|1 reason|1 learn|1 strong|1 somebodi|1 happen|1 mother|1 fast|1 plan|1 low|1 straight|1 father|1 second|1 mess|1 destroy|1 wit|2 prayer|1 self|1 danger|1 quick|1 explain|1 thrill|1 eras|1 toy|1 clown|1 mental|1 excit|1 simpli|1 knowledg|1 fold|1 concern|1 scheme|1 
